tree_idx,n_tips,true_R0,true_d,true_lambda,mle_R0,mle_d,mle_lambda
1908,329,1.23734,1.58228,1.9578183352,2.0,5.4854981372924865,10.970996274584973
1909,341,1.0668,1.96464,2.095877952,2.0,4.0051060145219655,8.010212029043931
191,351,1.19238,1.81488,2.1640266144,2.0,4.407735583483602,8.815471166967203
1910,153,1.25696,2.14133,2.6915661568,2.0,3.498482676051137,6.996965352102274
1911,327,1.57488,4.83092,7.6081192896,2.0,4.255495803651682,8.510991607303364
1912,311,1.06383,2.65957,2.8293303531,1.076653111314321,0.5333154047864052,0.5741956898751396
1913,430,1.24605,2.25734,2.8127585070000003,2.0,4.810550512091923,9.621101024183845
1914,419,1.61136,2.27273,3.6621862128,2.0,5.0,10.0
1915,277,2.16228,4.38596,9.4836735888,2.0,5.0,10.0
1916,300,1.59917,4.13223,6.6081382491,2.0,3.701897954443479,7.403795908886958
1917,481,1.09343,1.7301,1.8917432429999999,1.052712174355722,0.894371218898593,0.9415154705279151
1918,135,1.73222,4.1841,7.247781702,2.0,3.0612262946005377,6.1224525892010755
1919,202,1.82716,2.46914,4.511513842399999,2.0,5.0,10.0
192,236,1.49814,3.71747,5.5692905058,2.0,3.7073279484080692,7.4146558968161385
1920,154,1.79832,2.80112,5.0373101184,2.0,3.472346813959228,6.944693627918456
1921,359,1.05609,1.60256,1.6924475904,2.0,4.323936966239491,8.647873932478982
1922,486,2.60284,3.5461,9.229930924,2.0,5.0,10.0
1923,114,3.12255,4.90196,15.306615198,2.0,3.9666665560175445,7.933333112035089
1924,336,1.14985,1.52905,1.7581781425,2.0,5.0,10.0
1925,445,1.30579,4.13223,5.3958246117,2.0,4.1054605995219084,8.210921199043817
1926,120,1.19723,1.7301,2.071327623,1.1702147403203162,0.39422148303372534,0.46132379039700083
1927,131,2.07951,3.0581,6.359349531,2.0,5.0,10.0
1928,375,1.68721,2.28311,3.8520860231000005,2.0,5.0,10.0
1929,303,1.23878,1.60256,1.9852192767999999,2.0,5.244644133952622,10.489288267905245
193,490,1.01703,1.54799,1.5743522697,1.0518782267329172,0.8613395023092718,0.9060242683040902
1930,470,1.17073,1.52439,1.7846491047,2.0,5.502148543544309,11.004297087088618
1931,164,1.49078,2.30415,3.434980737,1.1326360876353392,0.4796446976148927,0.5432628937615673
1932,299,1.20392,1.96078,2.3606222576,2.0,4.891292400540338,9.782584801080676
1933,179,2.04065,2.71003,5.5302227195,2.0,5.0,10.0
1934,492,1.27972,1.74825,2.2372704900000002,2.0,5.007298835576719,10.014597671153439
1935,155,1.79294,2.35294,4.2186802436,2.0,4.813682236475278,9.627364472950555
1936,388,1.26367,1.95312,2.4680991504,2.0,5.0,10.0
1937,100,1.44007,1.87266,2.6967614862,2.0,5.0,10.0
1938,297,2.02034,3.38983,6.8486091422,2.0,5.0,10.0
1939,474,1.14286,1.68067,1.9207705162000002,1.0533810392110419,0.9519917468732466,1.0028100556416757
194,279,1.86522,4.34783,8.1096594726,2.0,5.0,10.0
1940,342,3.4067,4.78469,16.300003423,2.0,5.0,10.0
1941,341,1.23204,2.76243,3.4034242572,1.0708319566048234,0.5539912690903614,0.593231554622021
1942,306,1.18083,2.17865,2.5726152795000004,1.0777257527067663,0.7247833377449716,0.781117668220522
1943,356,1.82622,3.04878,5.567743011599999,2.0,5.0,10.0
1944,376,2.33333,3.47222,8.1018350926,2.0,5.0,10.0
1945,172,1.12802,1.42248,1.6045858896,2.0,4.551289722254265,9.10257944450853
1946,425,1.42763,2.19298,3.1307640373999996,2.0,5.0,10.0
1947,446,1.24742,2.57732,3.2150005144,2.0,5.0,10.0
1948,121,1.36235,2.35294,3.2055278089999995,2.0,3.522203469998009,7.044406939996018
1949,116,1.45996,2.05339,2.9978672643999995,1.1785506368661265,0.635326057749294,0.7487639299780758
195,182,2.35463,3.19489,7.522783840699999,2.0,5.0,10.0
1950,263,3.25,4.90196,15.93137,2.0,5.0,10.0
1951,181,1.94286,3.57143,6.9387884898,2.0,5.0,10.0
1952,280,1.10784,1.96078,2.1722305152,2.0,4.313969090242607,8.627938180485215
1953,346,1.1149,1.79533,2.001613417,2.0,5.0,10.0
1954,216,1.57071,2.52525,3.9664354275000004,2.0,4.744779809728266,9.489559619456532
1955,436,1.09572,2.51889,2.7599981508,2.0,3.640929337459704,7.281858674919408
1956,465,1.08666,1.37552,1.4947225632,2.0,5.691583248565771,11.383166497131542
1957,254,1.09215,1.51057,1.6497690255,2.0,4.607434600005383,9.214869200010765
1958,363,2.25214,4.2735,9.62452029,2.0,5.0,10.0
1959,231,1.21521,1.61812,1.9663556051999997,2.0,4.717598334814407,9.435196669628814
196,465,1.625,4.03226,6.5524225,2.0,4.7188710700961645,9.437742140192329
1960,238,2.06767,3.7594,7.7731985980000005,2.0,5.0,10.0
1961,117,1.51889,2.51889,3.8259168321,1.177237312466627,0.571545847535935,0.6728450975046647
1962,395,2.07566,3.28947,6.8278213002,2.0,5.0,10.0
1963,232,2.88462,4.2735,12.32742357,2.0,5.0,10.0
1964,195,3.16418,4.97512,15.742175201600002,2.0,5.0,10.0
1965,111,1.31159,2.41546,3.1680931814,1.1854493655986627,0.40294048057142157,0.47766553706741194
1966,144,1.40395,1.79533,2.5205535535,2.0,5.38892789154488,10.77785578308976
1967,411,1.04854,3.23625,3.3933375750000003,1.0603423979355415,0.5622151327490195,0.5961405420147441
1968,336,1.1825,2.5,2.9562500000000003,2.0,5.0,10.0
1969,373,1.70093,4.6729,7.948275797000001,2.0,5.0,10.0
197,106,1.2416,2.10084,2.608402944,1.1929570083892338,0.5419012035142552,0.6464648385868912
1970,142,2.65734,3.4965,9.291389310000001,2.0,5.0,10.0
1971,117,2.73684,4.78469,13.0949309796,2.0,4.159144362336694,8.318288724673389
1972,243,1.09091,1.97628,2.1559436148,2.0,4.146704012622471,8.293408025244942
1973,261,2.03524,4.40529,8.9658224196,2.0,4.389254714303411,8.778509428606823
1974,435,1.36898,2.6738,3.660378724,2.0,5.0,10.0
1975,407,1.94005,2.7248,5.28624824,2.0,5.0,10.0
1976,127,2.2524,3.19489,7.196170236,2.0,4.763438313987686,9.526876627975373
1977,113,1.0191,1.36426,1.3903173659999999,1.1349882284345585,0.5193431139293694,0.589448320828382
1978,386,2.41343,3.53357,8.5280238451,2.0,5.0,10.0
1979,267,2.22553,4.25532,9.4703423196,2.0,5.0,10.0
198,406,1.63741,2.30947,3.7815492727000004,2.0,5.0,10.0
1980,148,1.40432,3.08642,4.3343213344,2.0,2.8325646174018604,5.665129234803721
1981,140,1.54819,2.00803,3.1088119657,2.0,5.0,10.0
1982,355,1.4867,2.65957,3.953982719,2.0,5.0,10.0
1983,105,1.23684,1.75439,2.1698997276,2.0,3.3151014959051355,6.630202991810271
1984,289,1.22892,1.72117,2.1151802364,2.0,5.0,10.0
1985,225,1.73611,2.31481,4.0187647891000005,2.0,5.0,10.0
1986,198,1.98726,3.18471,6.3288467945999995,2.0,3.812934946592526,7.625869893185052
1987,172,1.11765,2.26244,2.5286160659999997,1.1273304876207522,0.5486233291343486,0.6184798051531456
1988,296,1.53081,4.73934,7.2550290654000005,2.0,2.831987433537967,5.663974867075934
1989,109,1.04545,2.84091,2.9700293595,1.1348325918985123,0.23020838978034294,0.26124798365120955
199,407,1.47419,1.91205,2.8187249894999997,2.0,5.0,10.0
1990,301,2.22823,3.003,6.69137469,2.0,5.0,10.0
1991,131,1.28495,2.68817,3.4541640415,2.0,2.8337823847219177,5.667564769443835
1992,439,1.1706,2.62467,3.0724387020000004,2.0,4.942760892295757,9.885521784591514
1993,134,1.71921,4.92611,8.4690175731,2.0,2.358095447256796,4.716190894513592
1994,184,1.49893,2.1322,3.1960185460000003,2.0,3.5030877757775865,7.006175551555173
1995,130,1.54342,2.80112,4.3233046304,1.1618937259921638,0.6194993566386874,0.7197924157346728
1996,176,1.25762,2.77008,3.4837080096,1.1248464133178908,0.5970750691088826,0.6716177499686584
1997,257,1.19868,2.20751,2.6460980868,1.0902648944505167,0.6475319991009005,0.7059814066530754
1998,315,1.92667,3.33333,6.422226911100001,2.0,5.0,10.0
1999,187,1.0643,1.69205,1.8008488150000002,1.1185266640349683,0.59642492036337,0.6671171765213619
2,187,2.04427,2.60417,5.3236266058999995,2.0,5.0,10.0
20,211,1.06061,2.0202,2.142644322,1.1068788303752843,0.7076759288256299,0.7833115043832563
200,191,1.39147,1.85529,2.5815803763000003,2.0,5.0,10.0
2000,176,1.67974,3.26797,5.4893399278,2.0,4.194265869470816,8.388531738941632
2001,347,1.01034,2.58398,2.6106983532,1.0697799131708738,0.5099852150124821,0.5455719390344825
2002,218,1.15114,1.75747,2.0230940158000004,1.088590351601848,0.4138155524484395,0.4504756177381597
2003,191,2.66972,4.58716,12.246432795199999,2.0,5.0,10.0
2004,272,1.51818,2.27273,3.4504132314000002,2.0,5.0,10.0
2005,345,1.10571,2.11416,2.3376478536,1.070126829429925,0.7647487946528477,0.8183782029322089
2006,288,1.3011,2.76243,3.594197673,2.0,3.8769730669120297,7.753946133824059
2007,224,1.98428,3.14465,6.239866102,2.0,5.0,10.0
2008,258,1.09917,4.13223,4.5420232491,1.0899650500530487,0.28852672437452553,0.3144840455745219
2009,109,1.10041,2.04918,2.2549381638,1.188374817737955,0.47695872553747853,0.5668057385291283
201,310,2.34718,2.96736,6.9649280448,2.0,5.0,10.0
2010,199,1.02681,2.68097,2.7528468057,1.1123764041372233,0.2594842995184016,0.2886442120283458
2011,328,1.50518,2.07039,3.1163096202,2.0,5.0,10.0
2012,358,3.75943,4.71698,17.7331561214,2.0,5.0,10.0
2013,195,1.2,4.34783,5.217396,1.1143482826791506,0.40544341761797514,0.4518051761461563
2014,142,1.08874,1.70648,1.8579130352000002,1.1500761334970018,0.5933420958278462,0.682388583410697
2015,263,1.50242,4.83092,7.2580708264,2.0,3.9012913363326103,7.8025826726652205
2016,112,1.14143,1.42857,1.6306126550999998,1.1373867675008158,0.5526347675967389,0.6285594719254195
2017,495,1.71284,3.37838,5.7866243992,2.0,5.0,10.0
2018,304,1.35561,2.6738,3.624630018,2.0,5.0,10.0
2019,305,1.32169,1.83824,2.4295834256,2.0,4.61140646841955,9.2228129368391
202,318,1.07258,1.6129,1.729964282,2.0,4.3530856190341,8.7061712380682
2020,419,1.45176,2.35294,3.4159041743999996,2.0,5.0,10.0
2021,116,1.50993,3.31126,4.9997708117999995,2.0,2.459862049239822,4.919724098479644
2022,312,1.23188,1.81159,2.2316614892000004,2.0,5.0,10.0
2023,152,1.06429,3.57143,3.8010372347,1.1415653760085271,0.3704539935441867,0.42289745243412996
2024,453,1.30972,1.64745,2.1576982140000003,2.0,5.484677904638494,10.969355809276989
2025,159,3.83824,4.90196,18.8148989504,2.0,5.0,10.0
2026,273,1.74286,2.85714,4.9795950204,2.0,5.0,10.0
2027,172,2.55122,4.87805,12.444978720999998,2.0,5.0,10.0
2028,132,1.24819,2.40964,3.0076885516,1.1597848748367556,0.3808523543246592,0.44170680009170854
2029,223,1.08489,2.07039,2.2461454071,1.1019328424313897,0.4440388002326163,0.4893009372901509
203,216,1.098,2.0,2.196,1.1047560144238509,0.4451377172793071,0.4917685704112183
2030,238,1.37363,3.663,5.031606689999999,2.0,2.89199977281033,5.78399954562066
2031,492,1.525,2.77778,4.236114499999999,2.0,5.0,10.0
2032,211,1.02244,3.20513,3.2770531172,2.0,2.680587222903507,5.361174445807014
2033,346,1.05,4.16667,4.3750035,1.069952907161697,0.3823424554635717,0.40908842175459026
2034,214,1.82294,2.49377,4.5459930838,2.0,5.0,10.0
2035,372,1.60784,3.26797,5.2543728847999995,2.0,5.0,10.0
2036,247,2.66537,3.89105,10.371087938499999,2.0,5.0,10.0
2037,392,1.23125,3.125,3.84765625,2.0,4.226418557496608,8.452837114993216
2038,192,1.32628,1.76367,2.3391202476,2.0,5.242375268247153,10.484750536494307
2039,186,1.06027,2.73973,2.9048535271,1.1190724267237528,0.47007933139823693,0.5260528181405042
204,151,1.81905,4.7619,8.662134195,1.1423690750072832,0.40229911786871053,0.45957407115592486
2040,375,1.20236,1.96464,2.3622045504,1.0652841954619123,0.8534699125612158,0.9091880091537236
2041,165,1.40206,3.43643,4.8180810458000005,2.0,2.5184900057066852,5.0369800114133705
2042,363,1.20771,1.67504,2.0229625584,2.0,4.708196744071054,9.416393488142107
2043,441,1.36483,2.62467,3.5822283561,2.0,5.0,10.0
2044,388,1.29714,1.90476,2.4707403864,2.0,5.0,10.0
2045,218,1.2457,1.56495,1.9494582150000002,2.0,4.412724646144016,8.825449292288033
2046,439,2.17544,4.38596,9.5413928224,2.0,5.0,10.0
2047,296,1.15,1.51515,1.7424224999999998,2.0,4.458652613141447,8.917305226282894
2048,108,2.23333,4.16667,9.3055491111,2.0,3.619206792655991,7.238413585311982
2049,417,1.15561,2.55102,2.9479842221999997,2.0,3.9404490760287603,7.8808981520575205
205,497,1.58445,2.68097,4.2478629165,2.0,5.0,10.0
2050,299,2.45581,4.65116,11.4223652396,2.0,5.0,10.0
2051,237,1.79369,2.42718,4.3536084941999995,2.0,5.0,10.0
2052,454,1.01212,2.0202,2.044684824,2.0,4.291584587354357,8.583169174708715
2053,500,1.41568,2.3753,3.362664704,2.0,5.0,10.0
2054,328,1.20852,1.52207,1.8394520364,2.0,5.3326800250313635,10.665360050062727
2055,284,2.73878,4.08163,11.1786866114,2.0,5.0,10.0
2056,439,2.10963,3.32226,7.0087393638,2.0,5.0,10.0
2057,258,1.1487,3.71747,4.270257789,1.0899650500530487,0.3116787208684395,0.33971891259183884
2058,497,1.32135,2.24719,2.9693245064999996,2.0,5.0,10.0
2059,188,2.19597,2.88184,6.3284341848,2.0,5.0,10.0
206,249,1.63307,2.58398,4.2198202186,2.0,5.0,10.0
2060,416,2.88066,4.11523,11.854578451800002,2.0,5.0,10.0
2061,422,1.92876,2.63852,5.0890718352,2.0,5.0,10.0
2062,252,1.30228,2.07039,2.6962274892000004,2.0,4.511159819941568,9.022319639883136
2063,350,1.57872,4.25532,6.7179587904,2.0,4.642455850868275,9.28491170173655
2064,379,1.47834,1.88324,2.7840690216,2.0,5.0,10.0
2065,301,1.1611,1.96464,2.281143504,2.0,3.98842167283638,7.97684334567276
2066,106,2.61317,4.11523,10.753795579100002,2.0,3.158145444038527,6.316290888077054
2067,456,1.31423,1.97628,2.5972864644,2.0,5.0,10.0
2068,270,1.82019,3.15457,5.7419167683,2.0,4.319381464574272,8.638762929148545
2069,353,1.30517,1.72414,2.2502958038,2.0,5.11241616006949,10.22483232013898
207,230,1.57459,2.76243,4.3496946537,2.0,5.0,10.0
2070,136,1.51691,4.83092,7.328070857199999,1.1557413733875865,0.2897466622768082,0.3348722053942675
2071,153,1.10609,2.25734,2.4968212006000003,1.140771477397877,0.5815042192926267,0.6633634273555489
2072,331,1.57101,2.89855,4.553651035500001,2.0,5.0,10.0
2073,383,1.96203,3.16456,6.2089616568,2.0,5.0,10.0
2074,258,1.06087,1.73913,1.8449908431,2.0,5.0,10.0
2075,389,1.15584,2.5974,3.002178816,2.0,3.162325768369397,6.324651536738794
2076,251,1.01843,2.30415,2.3466154845,1.0921104196597382,0.45574159895725147,0.497720148893604
2077,269,1.29043,1.65017,2.1294288730999997,2.0,5.2898996842171435,10.579799368434287
2078,474,1.54312,2.331,3.59701272,2.0,5.0,10.0
2079,137,2.06128,2.78552,5.7417366656,2.0,5.0,10.0
208,347,1.21061,1.60772,1.9463219092,2.0,5.0,10.0
2080,204,1.17094,2.849,3.3360080600000006,2.0,2.8916034890756737,5.783206978151347
2081,399,2.40854,3.04878,7.343108581199999,2.0,5.0,10.0
2082,192,1.18447,1.61812,1.9166145963999999,2.0,5.092296994010698,10.184593988021396
2083,286,1.15262,1.45349,1.6753216437999998,2.0,4.944828272196592,9.889656544393183
2084,487,1.49304,2.78552,4.1588927808,2.0,5.0,10.0
2085,486,1.16614,1.58228,1.8451599991999998,2.0,5.094082994865823,10.188165989731646
2086,168,1.07229,2.40964,2.5838328755999997,1.095454902834945,0.3023313879819191,0.33119040124568727
2087,224,1.04825,2.19298,2.2987912849999996,2.0,3.7437964957797374,7.487592991559475
2088,456,3.50691,4.60829,16.1608582839,2.0,5.0,10.0
2089,495,1.2543,1.91205,2.398284315,2.0,5.0,10.0
209,337,1.17371,4.69484,5.510380656400001,2.0,2.9472103242768104,5.894420648553621
2090,189,1.10424,1.76678,1.9509491472000002,1.117451257217504,0.4120406401958256,0.46043533141153054
2091,455,1.16077,1.47493,1.7120544961000002,2.0,5.344422652988684,10.688845305977368
2092,440,1.50095,1.89753,2.8480976535,2.0,5.0,10.0
2093,386,1.7129,2.43309,4.1676398610000005,2.0,5.0,10.0
2094,273,1.06283,1.3369,1.4208974269999999,1.0857124174242367,0.9755294194742895,1.059144404285893
2095,359,2.27609,3.367,7.66359503,2.0,5.0,10.0
2096,239,1.44643,2.97619,4.3048505017,2.0,4.177932867618165,8.35586573523633
2097,201,1.21554,2.50627,3.0464714358000005,2.0,3.4198122641484376,6.839624528296875
2098,117,1.00858,1.71527,1.7299870166000002,1.118706820772051,0.36923401632322694,0.4130646125218528
2099,164,1.17252,3.19489,3.7460724228,1.1326360876353392,0.4397565356741604,0.4980841220780515
21,242,1.07042,2.34742,2.5127253164,1.0950374382869756,0.656713422150618,0.719125783480486
210,158,1.49219,1.95312,2.9144261327999996,2.0,5.061774754120088,10.123549508240176
2100,463,2.13158,3.28947,7.0117684626,2.0,5.0,10.0
2101,260,1.41683,1.95695,2.7726654685,2.0,5.0,10.0
2102,156,1.55932,2.42131,3.7755971092,2.0,5.0,10.0
2103,409,1.08483,2.57069,2.7887616327,1.0605957752775772,0.7341256648444618,0.7786105786568789
2104,463,1.35349,2.32558,3.1476492742,2.0,5.0,10.0
2105,453,1.06796,1.38696,1.4812178016,2.0,5.267422182034728,10.534844364069455
2106,217,1.04987,1.31234,1.3777863958,2.0,4.765953385444253,9.531906770888506
2107,236,1.06168,1.86916,1.9844497888,2.0,4.001584300473896,8.003168600947792
2108,447,1.15091,2.01207,2.3157114837000004,2.0,4.920244444612539,9.840488889225078
2109,119,1.16719,1.5625,1.823734375,1.174672768354137,0.7686896549921047,0.9029588050347621
211,152,1.48911,1.9802,2.9487356219999996,2.0,4.922691494269853,9.845382988539706
2110,245,1.20069,3.46021,4.1546395449,2.0,3.266951457715073,6.533902915430146
2111,380,1.51005,2.51256,3.794091228,2.0,5.0,10.0
2112,288,2.28502,4.83092,11.038748818399998,2.0,5.0,10.0
2113,468,3.0819,4.31034,13.284036846000001,2.0,5.0,10.0
2114,173,1.11163,2.32558,2.5851844953999996,1.1266994496890845,0.45201325574035733,0.509283086494832
2115,382,1.875,4.62963,8.680556249999999,2.0,5.0,10.0
2116,446,1.1563,1.44718,1.673374234,2.0,5.375523256856039,10.751046513712078
2117,225,1.69492,3.38983,5.7454906636,2.0,5.0,10.0
2118,268,1.22788,2.68097,3.2919094436000003,2.0,2.9003802039146493,5.800760407829299
2119,277,1.0412,1.87266,1.9498135919999997,1.0846506253520907,0.5423833697542285,0.5882964611844982
212,461,2.29102,3.09598,7.0929520996,2.0,5.0,10.0
2120,180,1.59958,2.11864,3.3889341712000003,2.0,5.0,10.0
2121,336,2.73462,3.84615,10.517758713000001,2.0,5.0,10.0
2122,118,1.09316,1.90114,2.0782502024,2.0,3.371588288382347,6.743176576764694
2123,381,1.23367,2.51256,3.0996698952000004,2.0,5.0,10.0
2124,290,1.70699,2.68817,4.5886793083,2.0,5.0,10.0
2125,467,1.18738,1.85529,2.2029342402000003,2.0,4.738948862581238,9.477897725162476
2126,174,2.21362,3.09598,6.853323247600001,2.0,5.0,10.0
2127,353,1.37571,1.89753,2.6104509963,2.0,5.0,10.0
2128,496,2.42523,4.6729,11.332857267000001,2.0,5.0,10.0
2129,126,1.0073,1.82482,1.8381411860000003,1.1220215361891086,0.32923424448542987,0.3694079127636026
213,420,2.05138,3.95257,8.108223046600001,2.0,5.0,10.0
2130,346,1.02672,3.81679,3.9187746288000005,1.0699529071616969,0.30417591965618507,0.325453909524718
2131,366,1.25997,1.7331,2.1836540070000003,2.0,5.133558341681101,10.267116683362202
2132,462,1.43243,3.861,5.530612230000001,2.0,5.0,10.0
2133,458,1.24434,4.52489,5.6305016226,1.054980779079875,0.3764954224865717,0.39719543413489017
2134,467,1.57364,2.58398,4.0662542872,2.0,5.0,10.0
2135,456,1.63091,3.15457,5.144819758700001,2.0,5.0,10.0
2136,473,1.19821,1.78571,2.1396555791,2.0,5.0,10.0
2137,333,1.3576,2.14133,2.9070696079999996,2.0,5.0,10.0
2138,287,2.2585,3.40136,7.68197156,2.0,5.0,10.0
2139,158,1.04964,1.45985,1.532316954,1.1176503290499753,0.4307932106641996,0.481476173651338
214,210,2.29283,3.11526,7.1427615858,2.0,5.0,10.0
2140,324,1.09941,1.48368,1.6311726288000001,1.0740080787207782,0.5917972345987763,0.6355950109237014
2141,219,1.29661,2.11864,2.7470498104,2.0,3.8584162779782085,7.716832555956417
2142,225,1.45703,3.90625,5.6915234375,2.0,3.7187804661089694,7.437560932217939
2143,192,1.8651,2.93255,5.469499005,2.0,5.0,10.0
2144,300,1.63636,3.24675,5.3128518300000005,2.0,5.0,10.0
2145,266,2.18033,2.73224,5.9571848392,2.0,5.0,10.0
2146,325,1.6807,3.50877,5.897189739000001,2.0,5.0,10.0
2147,360,3.55981,4.78469,17.032587308900002,2.0,5.0,10.0
2148,472,2.19403,4.97512,10.915562533600001,2.0,5.0,10.0
2149,331,1.4554,4.69484,6.832870136,2.0,4.273425154392656,8.546850308785311
215,246,2.7166,4.04858,10.998372428000001,2.0,5.0,10.0
2150,274,2.13565,3.15457,6.7370574205,2.0,5.0,10.0
2151,471,1.75339,2.71003,4.7517395017,2.0,5.0,10.0
2152,125,1.4588,1.87266,2.7318364080000004,2.0,5.011017142112374,10.022034284224748
2153,178,1.1649,2.11416,2.4627849840000002,2.0,3.21697576568659,6.43395153137318
2154,239,1.38336,1.80832,2.5015575552,2.0,4.947657403294543,9.895314806589086
2155,346,2.26437,2.87356,6.5068030572,2.0,5.0,10.0
2156,412,1.72926,4.36681,7.5513498606,2.0,5.0,10.0
2157,330,1.13354,3.10559,3.5203104886,2.0,2.6802907524177995,5.360581504835599
2158,361,2.05682,2.84091,5.843240506200001,2.0,5.0,10.0
2159,100,1.60756,2.90698,4.6731447688,1.2028940390284986,0.503561754216499,0.6057314324297605
216,215,1.42909,1.81818,2.5983428562,2.0,5.055944148687343,10.111888297374685
2160,352,1.05,1.35135,1.4189175,2.0,6.105756936033807,12.211513872067615
2161,458,1.77532,3.16456,5.6181066591999995,2.0,5.0,10.0
2162,168,2.20079,3.93701,8.6645322379,2.0,4.544997315773283,9.089994631546565
2163,132,1.03866,1.75747,1.8254137902,2.0,3.2008449299460175,6.401689859892035
2164,273,1.30198,2.47525,3.222725995,1.0857124174242365,0.553211381199733,0.6006284660289629
2165,496,1.22414,3.44828,4.2211774792,2.0,3.2126983581499866,6.425396716299973
2166,197,2.07717,3.21543,6.678994733100001,2.0,5.0,10.0
2167,391,1.57613,2.05761,3.2430608493,2.0,5.0,10.0
2168,470,1.65021,2.14592,3.5412186431999997,2.0,5.004432898171144,10.008865796342288
2169,164,1.2193,2.19298,2.673900514,2.0,3.4699195215641114,6.939839043128223
217,303,2.36334,3.21543,7.5991543362,2.0,5.0,10.0
2170,102,1.07812,1.42045,1.5314155539999998,1.1505620882367513,0.4858625300359368,0.5590150071541388
2171,225,1.05634,4.69484,4.959347285600001,1.1011562041081278,0.2878158814723493,0.31693024352412696
2172,289,1.16667,3.08642,3.6008336214,1.0816290548883718,0.5999403820750125,0.6489129484531645
2173,413,1.71111,4.44444,7.6049257284,2.0,3.956829438749709,7.913658877499418
2174,475,1.87597,3.87597,7.2712034409,2.0,5.0,10.0
2175,397,1.19466,3.81679,4.5597663414000005,2.0,3.1303372940799865,6.260674588159973
2176,487,1.52371,2.15517,3.2838540807,2.0,5.0,10.0
2177,495,2.34591,3.14465,7.3770658815,2.0,5.0,10.0
2178,115,1.02663,2.42131,2.4857894852999998,1.1346564698779802,0.3232350634811144,0.36676075607026615
2179,394,2.31119,3.4965,8.081075835,2.0,5.0,10.0
218,283,1.21225,2.18818,2.652621205,2.0,4.552115329871837,9.104230659743674
2180,447,3.63889,4.62963,16.846714310699998,2.0,5.0,10.0
2181,253,2.55822,3.42466,8.7610337052,2.0,5.0,10.0
2182,459,1.96441,3.55872,6.9907851552,2.0,5.0,10.0
2183,176,1.75442,2.21239,3.8814612638000003,2.0,5.197061094218146,10.394122188436292
2184,164,1.23974,2.15983,2.6776276442,2.0,3.027392213945954,6.054784427891908
2185,481,1.07493,1.3624,1.464484632,2.0,5.3775549650744905,10.755109930148981
2186,497,1.26427,1.63132,2.0624289364000004,2.0,5.002475080474479,10.004950160948958
2187,174,2.65299,3.73134,9.8992077066,2.0,5.0,10.0
2188,406,1.36396,1.76678,2.4098172488,2.0,5.172502183899161,10.345004367798323
2189,387,1.08463,2.22717,2.4156553971,1.0635424404778189,0.6418658594083445,0.6826515825745433
219,101,2.30816,3.02115,6.973297584,2.0,4.28554440843118,8.57108881686236
2190,402,1.84073,2.61097,4.8060908081,2.0,5.0,10.0
2191,490,1.69498,3.861,6.54431778,2.0,5.0,10.0
2192,399,1.18968,1.66389,1.9794966552000002,2.0,4.732761722249894,9.465523444499787
2193,447,2.23293,4.01606,8.967580855800001,2.0,5.0,10.0
2194,488,1.66489,2.65957,4.4278914973,2.0,5.0,10.0
2195,183,1.02317,1.78253,1.8238312200999998,1.120742962825988,0.514836824267528,0.5769997478015118
2196,356,1.04532,1.51057,1.5790290324,1.0682635104322376,0.7761453984122428,0.8291278079136901
2197,173,1.11639,1.63934,1.8301427826,2.0,4.0919313254524345,8.183862650904869
2198,452,1.32791,2.71003,3.5986759373,2.0,5.0,10.0
2199,244,2.41,3.33333,8.033325300000001,2.0,5.0,10.0
22,243,2.96981,3.77358,11.206815619799999,2.0,5.0,10.0
220,454,1.40917,1.76367,2.4853108539,2.0,5.05495594547075,10.1099118909415
2200,122,1.08142,1.76991,1.9140160722000001,1.1709738359948267,0.5919960344306221,0.6932118673309511
2201,209,1.06173,1.76367,1.8725413491000003,2.0,3.9013629566423558,7.8027259132847115
2202,353,1.88889,4.83092,9.125076478799999,2.0,4.872605310394899,9.745210620789798
2203,440,1.07643,1.59236,1.7140640748,2.0,5.0,10.0
2204,354,1.75,2.71739,4.7554324999999995,2.0,5.0,10.0
2205,286,1.18837,2.77008,3.2918799696,2.0,4.171285453749559,8.342570907499118
2206,361,1.13347,2.11864,2.4014148808,2.0,5.0,10.0
2207,430,1.02443,1.52672,1.5640177696,1.0580443674137026,0.8373358307370833,0.8859384593450443
2208,163,1.49565,2.17391,3.2514084914999994,2.0,3.4606361533304346,6.921272306660869
2209,310,1.75887,3.5461,6.237128907,2.0,5.0,10.0
221,404,1.133,2.46305,2.79063565,2.0,4.957013542966149,9.914027085932299
2210,308,3.42672,4.31034,14.7703282848,2.0,5.0,10.0
2211,315,1.40057,2.84091,3.9788933187000004,2.0,4.622502623290048,9.245005246580096
2212,274,1.16725,1.74216,2.0335362599999995,2.0,4.635752278459555,9.27150455691911
2213,159,1.6391,3.7594,6.162032539999999,2.0,3.5441782825995345,7.088356565199069
2214,351,1.34459,1.68919,2.2712679821,2.0,5.219081585440681,10.438163170881362
2215,368,1.48417,1.8622,2.763821374,2.0,5.3295806087691036,10.659161217538207
2216,144,2.50662,3.31126,8.300070541199998,2.0,5.0,10.0
2217,369,1.65041,4.06504,6.708982666399999,2.0,5.0,10.0
2218,190,1.12749,3.98406,4.4919878094,1.1169214506353313,0.3282603645643533,0.3666410425753002
2219,267,1.08202,1.7452,1.888341304,1.087360307706604,0.8311489982970678,0.9037584305383354
